customer_id,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
4377,Indrek,Teder,indrek.teder@yahoo.com,+372 5918 9223,Tallinn,2020-02-04,,1966
4378,Merike,Mets,,+372 5897 6770,Haapsalu,2020-02-13,,1985
4379,Külli,Liiv,kulli.liiv@yahoo.com,+372 5715 9988,Rakvere,2021-07-09,silver,1987
4380,Madis,Hurt,madis.hurt@hot.ee,+372 5874 0738,Tartu,2021-12-02,gold,1991
4381,Heino,Kaalep,heino.kaalep@gmail.com,+372 5816 3344,Tartu,2021-07-11,gold,1966
4382,Tõnu,Saar,tonu.saar@outlook.com,+372 8422 7252,Tartu,2024-07-15,,1983
4383,Arvo,Paju,arvo.paju@outlook.com,+372 5670 6504,Võru,2020-04-17,silver,2000
4384,Kristi,Järv,kristi.jarv@telia.ee,+372 5140 8787,Valga,2022-08-07,,1992
4385,Rein,Paas,rein.paas@gmail.com,+372 8941 4349,Tallinn,2023-02-15,,1986
4386,Terje,Arro,terje.arro@gmail.com,+372 5651 8070,Narva,2024-07-17,,1961
4387,Aili,Lass,aili.lass2@gmail.com,+372 8886 9302,Tartu,2023-08-31,,1972
4388,Lea,Lill,lea.lill@gmail.com,+372 5710 7874,Tartu,2023-03-13,gold,2004
4389,Kaido,Luik,kaido.luik@telia.ee,+372 5262 3097,Tartu,2022-11-30,,1962
4390,Triin,Mitt,triin.mitt@outlook.com,+372 5184 1857,Tallinn,2020-11-11,,1972
4391,Annika,Aas,annika.aas@mail.ee,+372 5840 5277,Võru,2023-12-29,bronze,1962
4392,Piret,Kivi,piret.kivi@gmail.com,+372 8624 6077,Tartu,2020-08-05,bronze,1987
4393,Henri,Kivi,henri.kivi@outlook.com,+372 5732 8914,Tallinn,2021-02-22,silver,2004
4394,Sander,Männik,sander.mannik@hot.ee,+372 5518 1511,Tallinn,2020-02-01,gold,1986
4395,Taavi,Koppel,taavi.koppel2@mail.ee,+372 5797 3180,Tallinn,2022-10-11,gold,1994
4396,Maie,Tammik,maie.tammik2@mail.ee,+372 8705 4611,Tallinn,2020-03-08,gold,1992
4397,Peeter,Rand,peeter.rand@yahoo.com,+372 5274 2496,Valga,2025-01-11,,2004
4398,Rasmus,Must,rasmus.must@gmail.com,+372 8880 3552,Tallinn,2020-10-28,,2000
4399,Priit,Saar,priit.saar@outlook.com,+372 8978 6524,Narva,2023-01-15,,1966
4400,Mihkel,Kask,mihkel.kask@yahoo.com,+372 5124 2759,Viljandi,2021-10-31,,1969
4401,Margus,Nurk,,+372 5453 2869,Viljandi,2023-07-07,bronze,1973
4402,Pille,Mets,pille.mets@gmail.com,+372 8584 5883,Narva,2020-05-07,,1985
4403,Madis,Tammik,madis.tammik@telia.ee,+372 5235 5524,Valga,2024-10-01,bronze,1970
4404,Heino,Nõmm,heino.nomm@yahoo.com,+372 5377 0027,Tallinn,2020-06-19,,2004
4405,Piret,Lepp,piret.lepp@mail.ee,+372 5152 2807,Tallinn,2020-07-18,gold,2000
4406,Aivar,Mägi,aivar.magi@mail.ee,+372 5810 6770,Tartu,2024-11-06,bronze,1973
4407,Henri,Mets,henri.mets@mail.ee,+372 5297 8876,Tallinn,2020-12-08,,1971
4408,Kristi,Koppel,kristi.koppel@outlook.com,+372 5368 7720,Tartu,2023-01-10,,1994
4409,Indrek,Pihl,indrek.pihl@telia.ee,+372 8568 6028,Valga,2020-07-17,,1983
4410,Jaak,Nõmm,jaak.nomm@gmail.com,+372 5426 2386,Rakvere,2020-09-25,gold,1988
4411,Reet,Puusepp,,+372 8489 0970,Tallinn,2024-10-21,bronze,1967
4412,Nele,Talvik,nele.talvik@yahoo.com,+372 5734 6444,Tallinn,2022-10-22,,2005
4413,Ago,Tammik,ago.tammik@telia.ee,+372 5619 4332,Tallinn,2022-11-19,silver,2001
4414,Pille,Oja,,+372 8332 5710,Tallinn,2021-05-15,silver,1960
4415,Merike,Kuusk,merike.kuusk@outlook.com,+372 8274 0289,Tallinn,2025-01-31,,1962
4416,Peeter,Raid,peeter.raid@telia.ee,+372 8526 6607,Pärnu,2024-08-24,,1999
4417,Ants,Ilves,ants.ilves@hot.ee,+372 5145 1378,Tallinn,2021-06-28,gold,1977
4418,Margus,Nõmm,margus.nomm@telia.ee,+372 5831 4865,Kuressaare,2021-10-16,gold,1972
4419,Kati,Kuusik,,+372 8975 2157,Kuressaare,2022-10-17,,1992
4420,Lauri,Kõiv,lauri.koiv2@outlook.com,+372 5557 4237,Tartu,2024-11-15,,1989
4421,Hille,Tammik,hille.tammik@telia.ee,+372 5778 1872,Narva,2024-06-30,bronze,1998
4422,Rain,Kull,rain.kull@yahoo.com,+372 5613 3531,Tartu,2022-10-21,silver,1960
4423,Marika,Tamm,marika.tamm@hot.ee,+372 5320 9975,Tallinn,2020-11-28,silver,1966
4424,Meelis,Arro,meelis.arro@yahoo.com,+372 5541 5885,Jõhvi,2023-03-08,,1984
4425,Heli,Ilves,,+372 5554 5265,Pärnu,2025-01-15,,2005
4426,Peeter,Koppel,peeter.koppel@yahoo.com,+372 5828 6180,Tallinn,2021-01-09,gold,1981
4427,Laura,Lõhmus,,+372 8146 1845,Rakvere,2020-07-02,,1993
4428,Tiit,Koppel,tiit.koppel@mail.ee,+372 8426 0670,Tallinn,2021-01-07,gold,2005
4429,Sirje,Liiv,sirje.liiv@outlook.com,+372 5276 7353,Tallinn,2023-05-25,,1989
4430,Väino,Põld,vaino.pold@gmail.com,+372 5635 9515,Jõhvi,2024-12-31,,2002
4431,Ragnar,Ilves,ragnar.ilves@gmail.com,+372 5309 3405,Tallinn,2020-07-21,,1974
4432,Kati,Rand,kati.rand@hot.ee,+372 5814 1103,Tallinn,2022-01-17,,1963
4433,Mart,Värk,,+372 8460 1256,Valga,2020-08-29,silver,2000
4434,Urmas,Põld,urmas.pold@telia.ee,+372 5226 8003,Tallinn,2023-08-01,bronze,1999
4435,Olev,Rosin,olev.rosin@yahoo.com,+372 5649 5774,Tartu,2024-03-18,silver,1992
4436,Andres,Kask,andres.kask@hot.ee,+372 5164 3788,Tartu,2023-08-31,,2000
4437,Sigrid,Sild,sigrid.sild@telia.ee,+372 5934 3024,Tallinn,2024-04-16,bronze,1970
4438,Ants,Lõhmus,ants.lohmus@telia.ee,+372 5142 4841,Valga,2022-08-01,silver,1990
4439,Kalev,Toom,kalev.toom@yahoo.com,+372 5130 8764,Kuressaare,2020-11-28,gold,1986
4440,Heino,Liiv,heino.liiv@telia.ee,+372 8976 3362,Tallinn,2024-11-20,bronze,1981
4441,Grete,Toom,grete.toom@telia.ee,+372 8942 1885,Tartu,2020-04-15,,1977
4442,Priit,Arro,priit.arro@yahoo.com,+372 5176 5325,Tallinn,2021-02-12,,1992
4443,Anna,Kuusk,anna.kuusk@mail.ee,+372 5486 9822,Haapsalu,2023-05-26,gold,1989
4444,Ragnar,Rosin,ragnar.rosin@telia.ee,+372 5423 9470,Tallinn,2022-08-28,silver,1977
4445,Väino,Mägi,vaino.magi@mail.ee,+372 5952 7831,Tallinn,2020-09-26,,1985
4446,Siim,Hurt,siim.hurt@mail.ee,+372 5552 4804,Haapsalu,2023-07-03,bronze,1996
4447,Margus,Mets,margus.mets@hot.ee,+372 5586 9976,Tallinn,2020-03-25,,1966
4448,Tõnu,Tamm,tonu.tamm@outlook.com,+372 5555 5614,Tallinn,2024-07-21,bronze,1978
4449,Taavi,Lepik,taavi.lepik@mail.ee,+372 8273 2015,Pärnu,2024-11-09,bronze,1965
4450,Tiina,Kukk,tiina.kukk@yahoo.com,+372 5136 8971,Pärnu,2022-11-10,,2002
4451,Katrin,Värk,katrin.vark@yahoo.com,+372 8470 0979,Haapsalu,2021-10-14,,1995
4452,Grete,Tamm,grete.tamm@hot.ee,+372 5299 7569,Paide,2021-11-30,,1987
4453,Tõnu,Must,tonu.must2@gmail.com,+372 5708 4001,Tartu,2024-02-03,,1979
4454,Indrek,Männik,indrek.mannik@hot.ee,+372 5965 1531,Tallinn,2022-07-07,silver,1993
4455,Tarmo,Lill,tarmo.lill@hot.ee,+372 8994 5660,Pärnu,2025-02-24,silver,1998
4456,Annika,Org,annika.org@gmail.com,+372 5439 6425,Tallinn,2020-01-08,,1961
4457,Maris,Kuusk,maris.kuusk@outlook.com,+372 8358 4963,Tartu,2021-04-12,bronze,1991
4458,Kadri,Rebane,kadri.rebane@hot.ee,+372 5569 2650,Tallinn,2021-04-15,gold,1973
4459,Ragnar,Kuusik,ragnar.kuusik@outlook.com,+372 8204 4761,Tallinn,2022-06-15,silver,1971
4460,Anu,Pihl,anu.pihl@gmail.com,+372 5534 2260,Viljandi,2020-11-28,silver,1995
4461,Tiina,Kukk,tiina.kukk@telia.ee,+372 5759 8054,Tallinn,2023-10-14,,1980
4462,Siim,Rosin,siim.rosin@hot.ee,+372 5556 9069,Tallinn,2025-02-12,bronze,1999
4463,Kristiina,Põld,kristiina.pold@yahoo.com,+372 5486 2341,Pärnu,2023-02-17,silver,1968
4464,Ragnar,Tamm,ragnar.tamm@outlook.com,+372 5239 6641,Pärnu,2023-07-26,,1993
4465,Heli,Orav,heli.orav@yahoo.com,+372 8893 6791,Haapsalu,2024-06-02,,1967
4466,Ants,Kaalep,ants.kaalep@mail.ee,+372 5169 3554,Tallinn,2022-11-12,bronze,1965
4467,Sigrid,Teder,sigrid.teder@outlook.com,+372 5399 3181,Tallinn,2022-10-19,silver,1994
4468,Eha,Rosin,eha.rosin@hot.ee,+372 5136 4594,Valga,2020-03-03,,1991
4469,Marika,Raid,marika.raid@gmail.com,+372 5886 6284,Pärnu,2022-08-07,silver,1974
4470,Maris,Aas,maris.aas@gmail.com,+372 5420 8857,Tallinn,2021-01-27,,1993
4471,Liis,Aas,liis.aas@hot.ee,+372 5627 7839,Tartu,2024-11-18,silver,1999
4472,Terje,Nurk,terje.nurk@gmail.com,+372 8573 9866,Tallinn,2024-10-21,,1965
4473,Terje,Vaher,terje.vaher@gmail.com,+372 5441 9684,Tallinn,2024-04-13,,2003
4474,Karin,Kivi,karin.kivi@outlook.com,+372 5782 2052,Valga,2023-11-25,bronze,1965
4475,Madis,Puusepp,madis.puusepp@mail.ee,+372 5675 4927,Tallinn,2023-08-07,gold,1968
4476,Maie,Kõiv,maie.koiv2@hot.ee,+372 5588 1423,Valga,2024-02-20,gold,1984
4477,Kristjan,Hurt,kristjan.hurt@hot.ee,+372 8387 6331,Rakvere,2023-02-12,,1967
4478,Kersti,Laas,kersti.laas@gmail.com,+372 8189 5156,Pärnu,2024-01-18,bronze,1965
4479,Raivo,Kallas,raivo.kallas@mail.ee,+372 8125 0131,Tallinn,2024-11-09,,1980
4480,Piret,Sild,,+372 5521 8594,Tallinn,2020-09-01,,1962
4481,Laura,Aas,,+372 5994 0713,Tartu,2021-10-17,silver,1976
4482,Aili,Kull,aili.kull@outlook.com,+372 5919 6078,Tartu,2024-06-24,,1986
4483,Arvo,Lepik,arvo.lepik3@telia.ee,+372 5296 0089,Tallinn,2023-09-14,silver,1964
4484,Anu,Mets,anu.mets@hot.ee,+372 5773 1583,Kuressaare,2021-05-04,,1992
4485,Elis,Talvik,elis.talvik@mail.ee,+372 5207 8718,Narva,2020-09-05,,1969
4486,Ülle,Lõhmus,ulle.lohmus@hot.ee,+372 5360 1007,Tartu,2023-02-08,silver,1999
4487,Olev,Org,olev.org@gmail.com,+372 5875 0584,Pärnu,2024-09-11,,1978
4488,Karin,Paas,karin.paas@hot.ee,+372 5539 2865,Tallinn,2022-02-27,silver,1965
4489,Henri,Aas,henri.aas@mail.ee,+372 5849 5276,Narva,2023-03-01,silver,1966
4490,Kristjan,Paas,kristjan.paas@hot.ee,+372 5443 4710,Tallinn,2022-01-17,gold,1967
4491,Sander,Org,sander.org@outlook.com,+372 5846 0315,Narva,2022-09-29,,1961
4492,Anu,Pihl,anu.pihl@telia.ee,+372 5170 9167,Tallinn,2024-01-05,silver,1961
4493,Väino,Lõoke,vaino.looke2@hot.ee,+372 5504 8413,Tallinn,2023-08-26,,1996
4494,Meelis,Sepp,meelis.sepp@mail.ee,+372 5310 7891,Pärnu,2021-02-23,gold,1961
4495,Kaido,Sild,kaido.sild@hot.ee,+372 8236 0126,Tallinn,2021-07-12,,1991
4496,Ülle,Männik,ulle.mannik@telia.ee,+372 5483 7960,Kuressaare,2024-10-14,bronze,1969
4497,Rain,Kivi,rain.kivi2@telia.ee,+372 5773 4920,Tartu,2020-11-07,bronze,1975
4498,Jüri,Must,juri.must@hot.ee,+372 8492 4017,Pärnu,2020-05-11,gold,1980
4499,Margus,Pihl,margus.pihl@gmail.com,+372 8983 6739,Tartu,2020-07-27,silver,1966
4500,Toomas,Oja,toomas.oja@telia.ee,+372 5946 3439,Kuressaare,2023-03-14,silver,1993
4501,Marika,Toom,,+372 5108 3268,Tartu,2021-01-31,bronze,2001
4502,Marit,Kõiv,marit.koiv@mail.ee,+372 8749 4063,Pärnu,2024-08-25,,1989
4503,Siim,Värk,siim.vark@outlook.com,+372 8904 1857,Tallinn,2021-02-12,,1976
4504,Sander,Liiv,sander.liiv@outlook.com,+372 5374 8738,Võru,2021-04-25,silver,1990
4505,Enn,Kaalep,enn.kaalep@mail.ee,+372 5590 4040,Tallinn,2023-01-18,silver,1961
4506,Rein,Kaalep,rein.kaalep@hot.ee,+372 5780 6260,Kuressaare,2021-12-19,,1989
4507,Kadri,Salu,kadri.salu@telia.ee,+372 5418 6613,Rakvere,2022-07-17,bronze,1983
4508,Jüri,Liiv,juri.liiv@mail.ee,+372 5131 2415,Tartu,2020-07-08,silver,1993
4509,Siim,Lill,siim.lill@gmail.com,+372 5408 6035,Tallinn,2022-04-06,silver,1981
4510,Erkki,Oja,erkki.oja@outlook.com,+372 8101 0425,Viljandi,2024-02-07,bronze,1997
4511,Merike,Raid,merike.raid@mail.ee,+372 5118 4062,Viljandi,2020-02-26,gold,1967
4512,Kadri,Tammik,kadri.tammik@mail.ee,+372 5478 5318,Pärnu,2023-06-30,silver,1972
4513,Andres,Kukk,andres.kukk@yahoo.com,+372 5739 3431,Jõhvi,2023-10-30,,1965
4514,Annika,Raid,annika.raid2@outlook.com,+372 5784 3588,Tallinn,2021-09-03,gold,1965
4515,Marko,Kuusk,marko.kuusk@yahoo.com,+372 5794 7157,Tallinn,2021-01-06,gold,1983
4516,Urmas,Kivi,,+372 5906 5130,Tallinn,2020-12-05,gold,2000
4517,Hille,Kask,hille.kask@hot.ee,+372 5667 1676,Tartu,2021-07-16,gold,1997
4518,Triin,Rosin,triin.rosin@yahoo.com,+372 5787 9523,Narva,2022-10-11,bronze,1974
4519,Külli,Rand,kulli.rand@hot.ee,+372 8308 7065,Tallinn,2020-05-31,gold,1998
4520,Erkki,Mitt,erkki.mitt@hot.ee,+372 5761 6272,Tartu,2024-01-03,,2000
4521,Rasmus,Mitt,rasmus.mitt@hot.ee,+372 8864 0536,Tallinn,2023-01-01,gold,1962
4522,Heli,Salu,heli.salu@mail.ee,+372 8959 8376,Tartu,2022-04-22,,2003
4523,Sandra,Tamm,sandra.tamm@outlook.com,+372 5672 5924,Pärnu,2020-04-27,,1963
4524,Tiina,Mägi,tiina.magi@outlook.com,+372 8538 0719,Pärnu,2021-05-15,silver,1975
4525,Tiit,Roots,tiit.roots@outlook.com,+372 8500 1052,Võru,2021-08-24,gold,2001
4526,Jaak,Paas,jaak.paas@telia.ee,+372 8684 9768,Tallinn,2020-08-25,,1960
4527,Jaak,Lõoke,,+372 8819 0685,Tallinn,2024-06-16,silver,1967
4528,Aivar,Mets,aivar.mets@telia.ee,+372 8447 0269,Tartu,2021-08-16,silver,1981
4529,Maris,Kangur,maris.kangur@gmail.com,+372 5930 1545,Tartu,2021-11-20,,1997
4530,Ragnar,Luik,ragnar.luik2@gmail.com,+372 5217 4214,Tartu,2020-02-23,,1995
4531,Reet,Arro,reet.arro@mail.ee,+372 8668 3586,Valga,2021-12-25,silver,1992
4532,Raivo,Toom,raivo.toom@outlook.com,+372 5570 8210,Paide,2024-10-23,,1986
4533,Hille,Roots,hille.roots@outlook.com,+372 5370 9552,Tallinn,2022-01-27,gold,1996
4534,Kersti,Must,,+372 5257 0842,Tallinn,2021-03-06,gold,1976
4535,Nele,Paju,nele.paju@gmail.com,+372 5960 1688,Tallinn,2020-07-26,silver,1965
4536,Peeter,Pärn,peeter.parn@gmail.com,+372 8243 0615,Tallinn,2021-10-12,,1974
4537,Reet,Mets,reet.mets@hot.ee,+372 5846 7151,Tartu,2024-11-28,bronze,1973
4538,Toomas,Luik,toomas.luik2@gmail.com,+372 5973 9877,Tartu,2022-07-19,gold,1968
4539,Urmas,Salu,urmas.salu@hot.ee,+372 5509 1679,Tallinn,2020-05-19,gold,1999
4540,Heli,Värk,heli.vark@mail.ee,+372 8461 0188,Viljandi,2022-07-05,silver,1974
4541,Liis,Ilves,,+372 5356 3279,Tallinn,2020-11-22,silver,1966
4542,Maie,Rosin,maie.rosin@outlook.com,+372 8422 6543,Tartu,2022-06-16,bronze,1976
4543,Sirje,Värk,sirje.vark@gmail.com,+372 8857 3326,Tallinn,2022-03-31,,1995
4544,Kati,Järv,kati.jarv@telia.ee,+372 8506 0402,Viljandi,2021-09-30,gold,1999
4545,Peeter,Hurt,,+372 8423 9920,Tallinn,2023-07-29,silver,1994
4546,Andres,Vaher,andres.vaher@hot.ee,+372 8868 1423,Tartu,2021-05-20,,1972
4547,Taavi,Toom,taavi.toom@yahoo.com,+372 8150 3565,Tallinn,2025-01-29,bronze,1968
4548,Sandra,Sild,sandra.sild@gmail.com,+372 8123 9441,Viljandi,2023-08-05,silver,2003
4549,Kristiina,Liiv,kristiina.liiv@gmail.com,+372 5682 4723,Rakvere,2023-01-26,silver,1969
4550,Olev,Luik,olev.luik@mail.ee,+372 5435 5747,Tallinn,2024-02-23,bronze,1963
4551,Siim,Kask,siim.kask@gmail.com,+372 8160 1623,Tartu,2021-05-08,,2005
4552,Terje,Koppel,terje.koppel@outlook.com,+372 5800 5797,Narva,2020-12-18,bronze,1985
4553,Marit,Teder,,+372 5236 9776,Viljandi,2024-03-20,silver,1988
4554,Hille,Kuusik,,+372 5929 0426,Jõhvi,2023-09-23,bronze,1985
4555,Maie,Paju,maie.paju@gmail.com,+372 5865 2050,Tallinn,2022-12-11,silver,1967
4556,Meelis,Rand,meelis.rand@yahoo.com,+372 8475 3467,Pärnu,2020-11-21,gold,1972
4557,Tõnu,Kõiv,,+372 8686 7254,Viljandi,2022-05-08,,1986
4558,Kadri,Nurk,kadri.nurk@mail.ee,+372 5907 5818,Tartu,2021-09-15,,1987
4559,Mart,Sild,,+372 8650 2420,Pärnu,2022-05-03,silver,1970
4560,Aivar,Järv,aivar.jarv2@outlook.com,+372 5676 0379,Tallinn,2023-08-02,bronze,1971
4561,Ants,Koppel,ants.koppel@outlook.com,+372 5725 1722,Kuressaare,2022-03-24,gold,1987
4562,Heino,Sild,heino.sild@telia.ee,+372 5359 6104,Tallinn,2023-06-12,,2000
4563,Priit,Kivi,priit.kivi@outlook.com,+372 5272 2263,Tallinn,2023-01-12,bronze,1986
4564,Jaak,Lill,jaak.lill@yahoo.com,+372 8258 0203,Tallinn,2025-02-14,bronze,1994
4565,Jüri,Paju,juri.paju@telia.ee,+372 5195 2592,Tallinn,2022-05-17,,2002
4566,Tiit,Lõoke,tiit.looke2@yahoo.com,+372 5885 6011,Tartu,2023-04-03,,1979
4567,Külli,Männik,kulli.mannik@yahoo.com,+372 5586 3882,Tartu,2024-06-09,bronze,1964
4568,Sirje,Männik,sirje.mannik@gmail.com,+372 5845 2320,Tallinn,2024-06-30,,1973
4569,Mihkel,Värk,mihkel.vark@telia.ee,+372 5945 9083,Tallinn,2020-02-17,,1977
4570,Kevin,Raid,kevin.raid@hot.ee,+372 8635 1489,Pärnu,2022-09-10,,2000
4571,Sander,Talvik,sander.talvik@telia.ee,+372 5415 6568,Narva,2023-08-25,silver,1969
4572,Merike,Lepp,merike.lepp@outlook.com,+372 5123 8658,Tartu,2020-11-04,gold,1972
4573,Triin,Nurk,,+372 5335 8039,Tallinn,2020-11-27,bronze,1992
4574,Terje,Männik,terje.mannik@outlook.com,+372 5625 4522,Kuressaare,2022-02-04,gold,1980
4575,Maris,Raud,,+372 5674 6317,Tallinn,2024-05-10,gold,1996
4576,Liis,Koppel,liis.koppel@telia.ee,+372 8388 1292,Valga,2024-12-28,bronze,1994
4577,Olev,Oja,olev.oja@yahoo.com,+372 5232 7036,Narva,2020-05-20,,2004
4578,Siim,Kivi,siim.kivi2@yahoo.com,+372 8196 9928,Tallinn,2022-12-22,gold,1977
4579,Liina,Kangur,,+372 5126 3649,Tartu,2020-07-14,,1964
4580,Merle,Põld,,+372 5611 9180,Pärnu,2021-04-08,bronze,1968
4581,Marit,Puusepp,marit.puusepp@hot.ee,+372 5687 2372,Tartu,2023-05-30,,1979
4582,Meelis,Pärn,meelis.parn@outlook.com,+372 5967 0767,Pärnu,2023-01-29,silver,1974
4583,Andres,Rand,andres.rand@mail.ee,+372 5602 8417,Tartu,2023-06-02,,1988
4584,Katrin,Salu,katrin.salu@gmail.com,+372 5460 5932,Tartu,2022-12-11,,1961
4585,Lauri,Männik,lauri.mannik@telia.ee,+372 5404 0217,Paide,2022-11-16,bronze,1968
4586,Külli,Mitt,kulli.mitt@telia.ee,+372 5721 7970,Tartu,2024-01-07,silver,1969
4587,Piret,Pihl,,+372 5262 2417,Tallinn,2025-02-23,,1970
4588,Henri,Aas,henri.aas2@mail.ee,+372 5621 0280,Pärnu,2023-09-15,silver,1987
4589,Lauri,Kangur,lauri.kangur@telia.ee,+372 5820 2783,Viljandi,2022-08-28,gold,1963
4590,Jüri,Rosin,juri.rosin@yahoo.com,+372 8591 9600,Tartu,2021-08-26,bronze,2004
4591,Nele,Lõoke,nele.looke@mail.ee,+372 8329 4198,Tartu,2020-07-10,silver,1991
4592,Peeter,Tammik,peeter.tammik@gmail.com,+372 5415 4305,Pärnu,2020-08-30,gold,1993
4593,Kristiina,Oja,kristiina.oja2@outlook.com,+372 5301 2252,Viljandi,2020-01-13,gold,1961
4594,Annika,Mägi,annika.magi@yahoo.com,+372 5593 5085,Pärnu,2024-12-14,bronze,1966
4595,Raivo,Tammik,raivo.tammik@gmail.com,+372 8928 7264,Narva,2023-07-19,silver,1970
4596,Kaido,Pärn,kaido.parn@yahoo.com,+372 8430 6704,Pärnu,2023-01-12,bronze,2003
4597,Terje,Lepp,terje.lepp@yahoo.com,+372 8118 5834,Tartu,2020-04-23,silver,1969
4598,Tiina,Kaalep,tiina.kaalep@mail.ee,+372 8927 8495,Paide,2021-01-04,silver,1999
4599,Triin,Puusepp,triin.puusepp@gmail.com,+372 5468 5939,Tallinn,2022-12-05,,2002
4600,Anu,Veski,anu.veski@outlook.com,+372 5338 6144,Valga,2024-08-13,bronze,2004
4601,Meelis,Kaalep,meelis.kaalep@hot.ee,+372 5707 2505,Kuressaare,2021-05-27,silver,1983
4602,Laura,Must,laura.must2@yahoo.com,+372 8944 6207,Haapsalu,2022-09-15,gold,1964
4603,Piret,Lepik,piret.lepik@hot.ee,+372 5735 4362,Rakvere,2023-12-18,bronze,1976
4604,Liis,Veski,liis.veski@telia.ee,+372 8525 1627,Tallinn,2022-01-24,,1968
4605,Aivar,Koppel,,+372 5167 1191,Rakvere,2022-02-18,gold,1977
4606,Kristi,Kivi,kristi.kivi@mail.ee,+372 5626 0532,Viljandi,2024-12-12,bronze,2002
4607,Piret,Toom,piret.toom@yahoo.com,+372 8602 0026,Pärnu,2023-10-11,bronze,1996
4608,Terje,Männik,,+372 5662 8471,Tallinn,2021-05-28,,1963
4609,Marko,Lõhmus,marko.lohmus@outlook.com,+372 8911 2238,Valga,2024-09-16,,1960
4610,Andres,Nurk,,+372 5873 5753,Tallinn,2022-08-16,,1999
4611,Ragnar,Kaalep,ragnar.kaalep@outlook.com,+372 5321 0383,Tallinn,2021-11-10,gold,1998
4612,Kaido,Oja,kaido.oja@mail.ee,+372 8994 1864,Tartu,2020-03-07,gold,1997
4613,Meelis,Paas,meelis.paas@telia.ee,+372 5226 7971,Valga,2023-04-13,gold,1989
4614,Enn,Ilves,enn.ilves@yahoo.com,+372 5158 5978,Tallinn,2021-10-10,,1967
4615,Kersti,Lill,kersti.lill@yahoo.com,+372 5567 9065,Narva,2023-07-06,silver,1994
4616,Arvo,Paju,,+372 8344 0226,Tartu,2022-11-21,gold,1966
4617,Enn,Ilves,enn.ilves@gmail.com,+372 5676 1104,Tartu,2024-05-03,,1992
4618,Peeter,Kask,peeter.kask2@telia.ee,+372 5806 3983,Tartu,2020-10-29,,1994
4619,Urmas,Arro,urmas.arro@telia.ee,+372 8207 2320,Tallinn,2025-01-12,bronze,1995
4620,Grete,Põld,grete.pold@yahoo.com,+372 5971 2201,Viljandi,2024-02-01,silver,1969
4621,Piret,Raid,piret.raid@telia.ee,+372 8270 3393,Pärnu,2020-11-26,,1965
4622,Enn,Lõhmus,,+372 5329 9065,Tallinn,2024-12-26,silver,1980
4623,Raivo,Lepp,raivo.lepp@hot.ee,+372 5687 3809,Tartu,2020-03-14,,1996
4624,Enn,Teder,enn.teder@outlook.com,+372 8261 9866,Pärnu,2021-08-15,,1972
4625,Ants,Roots,ants.roots@yahoo.com,+372 5516 2437,Võru,2021-07-26,,1973
4626,Liis,Salu,liis.salu2@mail.ee,+372 5266 9551,Pärnu,2021-11-19,silver,1993
4627,Kristjan,Roots,kristjan.roots@outlook.com,+372 5952 9641,Haapsalu,2023-11-25,,1962
4628,Maie,Kuusk,maie.kuusk@yahoo.com,+372 5980 9571,Tallinn,2021-11-08,,1976
4629,Triin,Mitt,triin.mitt2@outlook.com,+372 5721 0745,Valga,2024-01-09,,1984
4630,Mart,Lepik,mart.lepik@hot.ee,+372 5677 9434,Narva,2024-08-31,bronze,1965
4631,Taavi,Põld,taavi.pold@outlook.com,+372 5519 3369,Võru,2021-07-14,bronze,1985
4632,Heli,Kangur,heli.kangur@mail.ee,+372 8703 3731,Pärnu,2023-04-05,bronze,1976
4633,Kristi,Valk,kristi.valk@hot.ee,+372 8631 8931,Tallinn,2021-06-07,,1968
4634,Ülle,Laas,ulle.laas@mail.ee,+372 5642 3107,Jõhvi,2023-02-15,silver,1960
4635,Margus,Hurt,margus.hurt@gmail.com,+372 5890 0578,Tallinn,2023-02-07,gold,1976
4636,Reet,Rosin,,+372 5255 8455,Pärnu,2020-04-15,silver,2005
4637,Kati,Ilves,kati.ilves@yahoo.com,+372 5687 0350,Tallinn,2022-01-23,,1978
4638,Henri,Lill,henri.lill@telia.ee,+372 5867 2191,Haapsalu,2023-04-27,bronze,1996
4639,Olev,Kask,olev.kask@yahoo.com,+372 8888 1110,Tallinn,2022-05-02,,1960
4640,Rasmus,Hurt,rasmus.hurt@mail.ee,+372 5677 1300,Tartu,2022-07-23,silver,1971
4641,Kersti,Pihl,kersti.pihl@yahoo.com,+372 5646 8641,Tallinn,2024-12-30,bronze,2001
4642,Liis,Kask,liis.kask@mail.ee,+372 5335 8963,Haapsalu,2021-10-25,,1993
4643,Rein,Kuusk,rein.kuusk@gmail.com,+372 5398 7618,Tallinn,2021-04-15,,1976
4644,Mihkel,Talvik,mihkel.talvik@telia.ee,+372 5732 2403,Tartu,2021-12-28,,1977
4645,Kati,Paas,kati.paas2@telia.ee,+372 5505 3433,Viljandi,2023-08-17,bronze,1962
4646,Rain,Mitt,rain.mitt@mail.ee,+372 5459 3692,Narva,2024-12-29,,1994
4647,Maie,Kuusk,maie.kuusk@outlook.com,+372 5345 3918,Narva,2024-08-11,bronze,1993
4648,Meelis,Tammik,meelis.tammik@mail.ee,+372 5907 9722,Tallinn,2021-03-15,gold,1994
4649,Karin,Tammik,karin.tammik@telia.ee,+372 8879 2558,Tartu,2023-08-19,silver,1979
